CODREG;REG;CODDEP;CODARR;CODCAN;CODCOM;COM;PMUN;PCAP;PTOT
84;Auvergne-Rhône-Alpes;01;1;10;155;Évosges;143;4;147
84;Auvergne-Rhône-Alpes;01;1;12;156;Faramans;815;12;827
84;Auvergne-Rhône-Alpes;01;2;22;157;Fareins;2250;42;2292
84;Auvergne-Rhône-Alpes;01;3;20;158;Farges;1048;17;1065
84;Auvergne-Rhône-Alpes;01;2;17;159;Feillens;3365;71;3436
84;Auvergne-Rhône-Alpes;01;3;19;160;Ferney-Voltaire;10026;163;10189
84;Auvergne-Rhône-Alpes;01;1;04;162;Flaxieu;65;3;68
84;Auvergne-Rhône-Alpes;01;2;02;163;Foissiat;2038;35;2073
84;Auvergne-Rhône-Alpes;01;2;22;165;Francheleins;1594;33;1627
84;Auvergne-Rhône-Alpes;01;2;21;166;Frans;2423;61;2484
84;Auvergne-Rhône-Alpes;01;2;08;167;Garnerans;634;24;658
84;Auvergne-Rhône-Alpes;01;2;08;169;Genouilleux;641;22;663
84;Auvergne-Rhône-Alpes;01;4;14;170;Béard-Géovreissiat;1053;28;1081
84;Auvergne-Rhône-Alpes;01;4;14;171;Géovreisset;844;42;886
84;Auvergne-Rhône-Alpes;01;3;09;173;Gex;13121;270;13391
84;Auvergne-Rhône-Alpes;01;4;03;174;Giron;178;2;180
84;Auvergne-Rhône-Alpes;01;2;17;175;Gorrevod;784;23;807
84;Auvergne-Rhône-Alpes;01;2;18;177;Grand-Corent;183;6;189
84;Auvergne-Rhône-Alpes;01;2;23;179;Grièges;1881;52;1933
84;Auvergne-Rhône-Alpes;01;3;09;180;Grilly;839;21;860
84;Auvergne-Rhône-Alpes;01;4;14;181;Groissiat;1241;50;1291
84;Auvergne-Rhône-Alpes;01;2;08;183;Guéreins;1479;29;1508
84;Auvergne-Rhône-Alpes;01;2;18;184;Hautecourt-Romanèche;763;26;789
84;Auvergne-Rhône-Alpes;01;1;10;185;Plateau d'Hauteville;4844;176;5020
84;Auvergne-Rhône-Alpes;01;1;10;187;Haut Valromey;618;21;639
84;Auvergne-Rhône-Alpes;01;2;08;188;Illiat;663;20;683
84;Auvergne-Rhône-Alpes;01;4;03;189;Injoux-Génissiat;1115;26;1141
84;Auvergne-Rhône-Alpes;01;1;11;190;Innimond;87;3;90
84;Auvergne-Rhône-Alpes;01;4;10;191;Izenave;154;4;158
84;Auvergne-Rhône-Alpes;01;4;16;192;Izernore;2277;61;2338
84;Auvergne-Rhône-Alpes;01;1;04;193;Izieu;222;7;229
84;Auvergne-Rhône-Alpes;01;2;21;194;Jassans-Riottier;6346;93;6439
84;Auvergne-Rhône-Alpes;01;2;18;195;Jasseron;1783;54;1837
84;Auvergne-Rhône-Alpes;01;2;02;196;Jayat;1226;13;1239
84;Auvergne-Rhône-Alpes;01;2;07;197;Journans;351;13;364
84;Auvergne-Rhône-Alpes;01;1;12;198;Joyeux;268;3;271
84;Auvergne-Rhône-Alpes;01;4;16;199;Jujurieux;2137;46;2183
84;Auvergne-Rhône-Alpes;01;4;16;200;Labalme;214;5;219
84;Auvergne-Rhône-Alpes;01;1;11;202;Lagnieu;7161;147;7308
84;Auvergne-Rhône-Alpes;01;2;23;203;Laiz;1313;42;1355
84;Auvergne-Rhône-Alpes;01;4;14;204;Le Poizat-Lalleyriat;735;15;750
84;Auvergne-Rhône-Alpes;01;4;10;206;Lantenay;277;6;283
84;Auvergne-Rhône-Alpes;01;2;22;207;Lapeyrouse;317;12;329
84;Auvergne-Rhône-Alpes;01;1;04;208;Lavours;131;4;135
84;Auvergne-Rhône-Alpes;01;3;20;209;Léaz;778;16;794
84;Auvergne-Rhône-Alpes;01;3;20;210;Lélex;228;4;232
84;Auvergne-Rhône-Alpes;01;2;07;211;Lent;1395;35;1430
84;Auvergne-Rhône-Alpes;01;2;17;212;Lescheroux;718;9;727
84;Auvergne-Rhône-Alpes;01;1;11;213;Leyment;1341;29;1370
84;Auvergne-Rhône-Alpes;01;4;16;214;Leyssard;158;6;164
84;Auvergne-Rhône-Alpes;01;4;03;215;Surjoux-Lhopital;140;3;143
84;Auvergne-Rhône-Alpes;01;1;11;216;Lhuis;894;21;915
84;Auvergne-Rhône-Alpes;01;1;11;219;Lompnas;164;3;167
84;Auvergne-Rhône-Alpes;01;1;11;224;Loyettes;3225;31;3256
84;Auvergne-Rhône-Alpes;01;2;22;225;Lurcy;372;8;380
84;Auvergne-Rhône-Alpes;01;1;04;227;Magnieu;643;14;657
84;Auvergne-Rhône-Alpes;01;4;14;228;Maillat;660;14;674
84;Auvergne-Rhône-Alpes;01;2;02;229;Malafretaz;1235;24;1259
84;Auvergne-Rhône-Alpes;01;2;17;230;Mantenay-Montlin;312;7;319
84;Auvergne-Rhône-Alpes;01;2;17;231;Manziat;1948;48;1996
84;Auvergne-Rhône-Alpes;01;2;18;232;Marboz;2276;47;2323
84;Auvergne-Rhône-Alpes;01;1;11;233;Marchamp;130;3;133
84;Auvergne-Rhône-Alpes;01;1;04;234;Marignieu;169;3;172
84;Auvergne-Rhône-Alpes;01;2;08;235;Marlieux;1159;87;1246
84;Auvergne-Rhône-Alpes;01;2;02;236;Marsonnas;1011;29;1040
84;Auvergne-Rhône-Alpes;01;4;14;237;Martignat;1667;65;1732
84;Auvergne-Rhône-Alpes;01;2;21;238;Massieux;2670;56;2726
84;Auvergne-Rhône-Alpes;01;1;04;239;Massignieu-de-Rives;620;14;634
84;Auvergne-Rhône-Alpes;01;4;16;240;Matafelon-Granges;627;16;643
84;Auvergne-Rhône-Alpes;01;2;18;241;Meillonnas;1356;34;1390
84;Auvergne-Rhône-Alpes;01;4;16;242;Mérignat;135;2;137
84;Auvergne-Rhône-Alpes;01;2;22;243;Messimy-sur-Saône;1253;35;1288
84;Auvergne-Rhône-Alpes;01;1;12;244;Meximieux;7923;139;8062
84;Auvergne-Rhône-Alpes;01;2;18;245;Bohas-Meyriat-Rignat;943;21;964
84;Auvergne-Rhône-Alpes;01;2;23;246;Mézériat;2217;36;2253
84;Auvergne-Rhône-Alpes;01;3;20;247;Mijoux;312;14;326
84;Auvergne-Rhône-Alpes;01;2;22;248;Mionnay;2197;54;2251
84;Auvergne-Rhône-Alpes;01;2;13;249;Miribel;10122;151;10273
84;Auvergne-Rhône-Alpes;01;2;21;250;Misérieux;1974;252;2226
84;Auvergne-Rhône-Alpes;01;2;08;252;Mogneneins;786;22;808
84;Auvergne-Rhône-Alpes;01;2;07;254;Montagnat;2116;51;2167
84;Auvergne-Rhône-Alpes;01;1;11;255;Montagnieu;647;12;659
84;Auvergne-Rhône-Alpes;01;4;03;257;Montanges;351;10;361
84;Auvergne-Rhône-Alpes;01;2;08;258;Montceaux;1190;32;1222
84;Auvergne-Rhône-Alpes;01;2;02;259;Montcet;702;16;718
84;Auvergne-Rhône-Alpes;01;1;12;260;Le Montellier;302;5;307
84;Auvergne-Rhône-Alpes;01;2;22;261;Monthieux;668;23;691
84;Auvergne-Rhône-Alpes;01;2;12;262;Montluel;6886;83;6969
84;Auvergne-Rhône-Alpes;01;2;08;263;Montmerle-sur-Saône;3772;87;3859
84;Auvergne-Rhône-Alpes;01;2;02;264;Montracol;1016;20;1036
84;Auvergne-Rhône-Alpes;01;4;14;265;Montréal-la-Cluse;3456;71;3527
84;Auvergne-Rhône-Alpes;01;2;02;266;Montrevel-en-Bresse;2576;42;2618
84;Auvergne-Rhône-Alpes;01;4;16;267;Nurieux-Volognat;1025;23;1048
84;Auvergne-Rhône-Alpes;01;1;04;268;Murs-et-Gélignieux;246;3;249
84;Auvergne-Rhône-Alpes;01;4;14;269;Nantua;3454;135;3589
84;Auvergne-Rhône-Alpes;01;2;08;272;Neuville-les-Dames;1500;20;1520
84;Auvergne-Rhône-Alpes;01;4;16;273;Neuville-sur-Ain;1800;27;1827
84;Auvergne-Rhône-Alpes;01;4;14;274;Les Neyrolles;645;15;660
84;Auvergne-Rhône-Alpes;01;2;13;275;Neyron;2569;50;2619
84;Auvergne-Rhône-Alpes;01;2;13;276;Niévroz;1624;27;1651
84;Auvergne-Rhône-Alpes;01;1;01;277;Nivollet-Montgriffon;117;2;119
84;Auvergne-Rhône-Alpes;01;1;01;279;Oncieu;80;6;86
84;Auvergne-Rhône-Alpes;01;1;11;280;Ordonnaz;138;1;139
84;Auvergne-Rhône-Alpes;01;3;19;281;Ornex;4483;170;4653
84;Auvergne-Rhône-Alpes;01;4;10;282;Outriaz;258;6;264
84;Auvergne-Rhône-Alpes;01;4;15;283;Oyonnax;22456;479;22935
84;Auvergne-Rhône-Alpes;01;2;17;284;Ozan;694;13;707
84;Auvergne-Rhône-Alpes;01;2;21;285;Parcieux;1229;30;1259
84;Auvergne-Rhône-Alpes;01;1;04;286;Parves et Nattages;951;38;989
84;Auvergne-Rhône-Alpes;01;3;20;288;Péron;2717;55;2772
84;Auvergne-Rhône-Alpes;01;2;06;289;Péronnas;6520;291;6811
84;Auvergne-Rhône-Alpes;01;1;12;290;Pérouges;1273;32;1305
84;Auvergne-Rhône-Alpes;01;2;23;291;Perrex;842;7;849
84;Auvergne-Rhône-Alpes;01;4;16;293;Peyriat;148;4;152
84;Auvergne-Rhône-Alpes;01;1;04;294;Peyrieu;886;16;902
84;Auvergne-Rhône-Alpes;01;2;08;295;Peyzieux-sur-Saône;686;13;699
84;Auvergne-Rhône-Alpes;01;2;18;296;Pirajoux;420;8;428
84;Auvergne-Rhône-Alpes;01;2;12;297;Pizay;867;15;882
84;Auvergne-Rhône-Alpes;01;4;03;298;Plagne;150;2;152
84;Auvergne-Rhône-Alpes;01;2;07;299;Le Plantay;584;8;592
84;Auvergne-Rhône-Alpes;01;2;02;301;Polliat;2547;61;2608
84;Auvergne-Rhône-Alpes;01;1;04;302;Pollieu;163;5;168
84;Auvergne-Rhône-Alpes;01;4;16;303;Poncin;1699;36;1735
84;Auvergne-Rhône-Alpes;01;4;16;304;Pont-d'Ain;2924;53;2977
84;Auvergne-Rhône-Alpes;01;2;17;305;Pont-de-Vaux;2213;43;2256
84;Auvergne-Rhône-Alpes;01;2;23;306;Pont-de-Veyle;1641;64;1705
84;Auvergne-Rhône-Alpes;01;4;14;307;Port;836;21;857
84;Auvergne-Rhône-Alpes;01;3;20;308;Pougny;807;14;821
84;Auvergne-Rhône-Alpes;01;2;18;309;Pouillat;85;0;85
84;Auvergne-Rhône-Alpes;01;1;04;310;Prémeyzel;251;4;255
84;Auvergne-Rhône-Alpes;01;1;10;311;Prémillieu;44;0;44
84;Auvergne-Rhône-Alpes;01;3;19;313;Prévessin-Moëns;8711;239;8950
84;Auvergne-Rhône-Alpes;01;4;16;314;Priay;1729;33;1762
84;Auvergne-Rhône-Alpes;01;2;18;317;Ramasse;330;6;336
84;Auvergne-Rhône-Alpes;01;2;22;318;Rancé;726;17;743
84;Auvergne-Rhône-Alpes;01;2;22;319;Relevant;466;9;475
84;Auvergne-Rhône-Alpes;01;2;17;320;Replonges;3791;91;3882
84;Auvergne-Rhône-Alpes;01;2;07;321;Revonnas;888;29;917
84;Auvergne-Rhône-Alpes;01;2;21;322;Reyrieux;4984;140;5124
84;Auvergne-Rhône-Alpes;01;2;17;323;Reyssouze;989;14;1003
84;Auvergne-Rhône-Alpes;01;1;12;325;Rignieux-le-Franc;1032;18;1050
84;Auvergne-Rhône-Alpes;01;2;08;328;Romans;597;4;601
84;Auvergne-Rhône-Alpes;01;1;04;329;Rossillon;153;6;159
84;Auvergne-Rhône-Alpes;01;1;10;330;Ruffieu;182;6;188
84;Auvergne-Rhône-Alpes;01;4;16;331;Saint-Alban;187;0;187
84;Auvergne-Rhône-Alpes;01;2;17;332;Saint-André-de-Bâgé;779;23;802
84;Auvergne-Rhône-Alpes;01;2;22;333;Saint-André-de-Corcy;3369;59;3428
84;Auvergne-Rhône-Alpes;01;2;23;334;Saint-André-d'Huiriat;658;9;667
84;Auvergne-Rhône-Alpes;01;2;08;335;Saint-André-le-Bouchoux;402;6;408
84;Auvergne-Rhône-Alpes;01;2;07;336;Saint-André-sur-Vieux-Jonc;1174;22;1196
84;Auvergne-Rhône-Alpes;01;2;17;337;Saint-Bénigne;1311;27;1338
84;Auvergne-Rhône-Alpes;01;1;04;338;Groslée-Saint-Benoit;1227;37;1264
84;Auvergne-Rhône-Alpes;01;2;21;339;Saint-Bernard;1463;43;1506
84;Auvergne-Rhône-Alpes;01;2;12;342;Sainte-Croix;554;11;565
84;Auvergne-Rhône-Alpes;01;2;23;343;Saint-Cyr-sur-Menthon;1793;41;1834
84;Auvergne-Rhône-Alpes;01;2;06;344;Saint-Denis-lès-Bourg;5943;166;6109
84;Auvergne-Rhône-Alpes;01;1;01;345;Saint-Denis-en-Bugey;2266;34;2300
84;Auvergne-Rhône-Alpes;01;2;02;346;Saint-Didier-d'Aussiat;858;19;877
84;Auvergne-Rhône-Alpes;01;2;21;347;Saint-Didier-de-Formans;2035;63;2098
84;Auvergne-Rhône-Alpes;01;2;08;348;Saint-Didier-sur-Chalaronne;2938;65;3003
84;Auvergne-Rhône-Alpes;01;1;12;349;Saint-Éloi;503;5;508
84;Auvergne-Rhône-Alpes;01;2;18;350;Saint-Étienne-du-Bois;2542;40;2582
84;Auvergne-Rhône-Alpes;01;2;08;351;Saint-Étienne-sur-Chalaronne;1571;26;1597
84;Auvergne-Rhône-Alpes;01;2;17;352;Saint-Étienne-sur-Reyssouze;583;6;589
84;Auvergne-Rhône-Alpes;01;2;21;353;Sainte-Euphémie;1700;28;1728
84;Auvergne-Rhône-Alpes;01;3;19;354;Saint-Genis-Pouilly;13943;200;14143
84;Auvergne-Rhône-Alpes;01;2;23;355;Saint-Genis-sur-Menthon;486;7;493
84;Auvergne-Rhône-Alpes;01;2;08;356;Saint-Georges-sur-Renon;208;5;213
84;Auvergne-Rhône-Alpes;01;4;03;357;Saint-Germain-de-Joux;502;7;509
84;Auvergne-Rhône-Alpes;01;1;04;358;Saint-Germain-les-Paroisses;429;3;432
84;Auvergne-Rhône-Alpes;01;2;08;359;Saint-Germain-sur-Renon;246;3;249
84;Auvergne-Rhône-Alpes;01;3;20;360;Saint-Jean-de-Gonville;1895;48;1943
84;Auvergne-Rhône-Alpes;01;1;11;361;Saint-Jean-de-Niost;1577;48;1625
84;Auvergne-Rhône-Alpes;01;2;22;362;Saint-Jean-de-Thurigneux;786;15;801
84;Auvergne-Rhône-Alpes;01;4;16;363;Saint-Jean-le-Vieux;1772;70;1842
84;Auvergne-Rhône-Alpes;01;2;17;364;Saint-Jean-sur-Reyssouze;756;7;763
84;Auvergne-Rhône-Alpes;01;2;23;365;Saint-Jean-sur-Veyle;1162;20;1182
84;Auvergne-Rhône-Alpes;01;1;11;366;Sainte-Julie;1082;18;1100
84;Auvergne-Rhône-Alpes;01;2;17;367;Saint-Julien-sur-Reyssouze;746;4;750
84;Auvergne-Rhône-Alpes;01;2;23;368;Saint-Julien-sur-Veyle;838;15;853
84;Auvergne-Rhône-Alpes;01;2;07;369;Saint-Just;942;25;967
84;Auvergne-Rhône-Alpes;01;2;23;370;Saint-Laurent-sur-Saône;1688;28;1716
84;Auvergne-Rhône-Alpes;01;2;22;371;Saint-Marcel;1242;29;1271
84;Auvergne-Rhône-Alpes;01;1;04;372;Saint-Martin-de-Bavel;444;5;449
84;Auvergne-Rhône-Alpes;01;4;14;373;Saint-Martin-du-Frêne;1023;30;1053
84;Auvergne-Rhône-Alpes;01;2;07;374;Saint-Martin-du-Mont;1871;45;1916
84;Auvergne-Rhône-Alpes;01;2;02;375;Saint-Martin-le-Châtel;782;20;802
84;Auvergne-Rhône-Alpes;01;2;13;376;Saint-Maurice-de-Beynost;3962;39;4001
84;Auvergne-Rhône-Alpes;01;1;11;378;Saint-Maurice-de-Gourdans;2645;54;2699
84;Auvergne-Rhône-Alpes;01;1;01;379;Saint-Maurice-de-Rémens;760;11;771
84;Auvergne-Rhône-Alpes;01;2;17;380;Saint-Nizier-le-Bouchoux;632;13;645
84;Auvergne-Rhône-Alpes;01;2;07;381;Saint-Nizier-le-Désert;921;18;939
84;Auvergne-Rhône-Alpes;01;2;22;382;Sainte-Olive;279;2;281
84;Auvergne-Rhône-Alpes;01;2;08;383;Saint-Paul-de-Varax;1562;21;1583
84;Auvergne-Rhône-Alpes;01;1;01;384;Saint-Rambert-en-Bugey;2188;33;2221
84;Auvergne-Rhône-Alpes;01;2;06;385;Saint-Rémy;985;23;1008
84;Auvergne-Rhône-Alpes;01;1;11;386;Saint-Sorlin-en-Bugey;1127;66;1193
84;Auvergne-Rhône-Alpes;01;2;02;387;Saint-Sulpice;256;3;259
84;Auvergne-Rhône-Alpes;01;2;17;388;Saint-Trivier-de-Courtes;1102;9;1111
84;Auvergne-Rhône-Alpes;01;2;22;389;Saint-Trivier-sur-Moignans;1834;43;1877
84;Auvergne-Rhône-Alpes;01;1;11;390;Saint-Vulbas;1246;21;1267
